"Deal ID"|"Legal Entity"|"Model Portfolio"|"SCD ID"|"Investment Taxonomy"|"Investment Structure 1"|"Investment Structure 2"|"Investment Structure 3"|"Investment Structure 4"|"Investment Structure 5"|"Investment Structure 6"|"Family"|"Reporting Name"|"Deal Name"|"Deal Currency"|"Deal Commitment"|"Primary Investment Category"|"Developed or Emerging Markets?"|"Financial Statement Classification"|"Active or Liquidated"|"Liquidation Date"|"Risk Rating"|"CPP Closing Date"|"Board Seat Count"|"Follow-On"|"Primary F&O"|"Secondary F&O"|"Industry Focus"|"Geographic Focus"|"Vintage Year"|"Investing Entity"|"Primary PI"|"Stock Distribution"|"Equity ownership %"|"CPPIB CC rating"|"Adjusted Beta"|"PCI Strategy"
"2474"|"CPPIB"|"M490995925"|"FS1000195"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Kensington Capital Partners Limited"|"Kensington Co-Inv Fund"|"Kensington Co-Investment Fund B, L.P."|"CAD"|"0"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100101"|"Medium"|"20030515"|"0"|""|"Martinez, Lito"|"Ogunsanya, Mojisola"|""|"Canada"|"2002"|"CPPIB"|"Lebel, Afsaneh"|""|"0"|""|""|""
"2475"|"CPPIB"|"M55599K916"|"FS1000128"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lumira Capital Corp."|"MDS Capital Corp (GP)"|"MDS Capital Corp."|"CAD"|"6737590"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20090710"|"Low"|"20020612"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2002"|"CPPIB"|"Kerr, Jen K"|""|"0.1"|""|""|""
"2476"|"CPPIB"|"M55599K932"|"FS1000132"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lumira Capital Corp."|"MLII Co-Investment (Lumira)"|"MLII Co-Investment Fund C, L.P."|"CAD"|"70000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"High"|"20020829"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2477"|"CPPIB"|"M55599K940"|"FS1000133"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lumira Capital Corp."|"MLII Co-Investment (Lumira)"|"MLII Co-Investment NC, L.P."|"CAD"|"30000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20100401"|"High"|"20020829"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"US"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2478"|"CPPIB"|"M55399Y934"|"FS1000129"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lumira Capital Corp."|"Lumira Capital I"|"MDS LSTF II C"|"CAD"|"0"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"High"|"20020614"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2479"|"CPPIB"|"M55399Y926"|"FS1000121"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lumira Capital Corp."|"Lumira Capital I"|"Lumira Capital I, L.P."|"CAD"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20100401"|"High"|"20020614"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"US"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2480"|"CPPIB"|"M83099Q969"|"FS1000165"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Skypoint Capital"|"Skypoint Telecom Fund II"|"Skypoint Telecom Fund II Q.L.P."|"USD"|"25000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"High"|"20020612"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2001"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2481"|"CPPIB"|"M49099A924"|"FS1000168"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Fund of Funds"|"N/A"|"Northleaf Capital Partners"|"Northleaf Legacy Buyout"|"Northleaf/CFOF Canadian Legacy Buyout Holdings LP"|"CAD"|"212000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"True"|""|"Low"|"20020801"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"Canada"|"2002"|"PHI"|"Doshi, Sonal"|""|"0"|""|""|""
"2482"|"CPPIB"|"M62899G926"|"FS1000166"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Fund of Funds"|"N/A"|"Northleaf Capital Partners"|"Northleaf Capital Legacy VC"|"Northleaf/CFOF Canadian Legacy VC Holdings LP"|"CAD"|"550000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"True"|""|"Low"|"20020612"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"Canada"|"2002"|"PHI"|"Doshi, Sonal"|""|"0"|""|""|""
"2483"|"CPPIB"|"M878997998"|"FS1000169"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Northleaf CFOF"|"N/A"|"N/A"|"Northleaf Capital Partners"|"Northleaf CFOF I"|"Northleaf/CFOF Private Equity Holdings I LP"|"CAD"|"400000000"|"Fund of Funds"|"Developed"|"Canadian Private Equity"|"True"|""|"Low"|"20060207"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"Canada"|"2006"|"PHI"|"Doshi, Sonal"|""|"0"|""|""|""
"2484"|"CPPIB"|"M09099J986"|"FS1000034"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Birch Hill Equity Partners"|"Birch Hill Equity Partners III"|"Birch Hill Equity Partners III, L.P."|"CAD"|"85000000"|"Mid-Market"|"Developed"|"Canadian Private Equity"|"True"|""|"Low"|"20050826"|"0"|""|"Ortiz, Christopher"|"Ogunsanya, Mojisola"|"Diversified"|"Canada"|"2005"|"PHI"|"Doshi, Sonal"|""|"0"|""|""|""
"2485"|"CPPIB"|"M895996981"|"FS1000184"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Brookfield Asset Management Inc."|"Brookfield Capital Partners I"|"Brookfield Capital Partners I, L.P."|"CAD"|"150000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20130925"|"Low"|"20011207"|"0"|""|"Xu, Lili"|"Ogunsanya, Mojisola"|"Diversified"|"Canada"|"2001"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2486"|"CPPIB"|"M92599P991"|"FS1000186"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Venture Funds"|"N/A"|"Ventures West Management"|"Ventures West 8"|"Ventures West 8 L.P."|"CAD"|"50000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"High"|"20031031"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2003"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2487"|"CPPIB"|"M09999X911"|"FS1000209"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Perseis Partners"|"Perseis Private Equity Fund"|"Perseis (QLP) Private Equity L.P."|"CAD"|"75000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20080319"|""|"20020930"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2488"|"CPPIB"|"M15299D992"|"FS1000048"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Venture Funds"|"N/A"|"Celtic House"|"Celtic House Venture Partners II"|"Celtic House Venture Partners Fund IIA L.P."|"USD"|"13500000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"Medium"|"20020822"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2002"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2489"|"CPPIB"|"M15299D984"|"FS1000049"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Venture Funds"|"N/A"|"Celtic House"|"Celtic House Venture Partners III"|"Celtic House Venture Partners Fund III, L.P."|"USD"|"50000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20100401"|"Medium"|"20041217"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Canada"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2490"|"CPPIB"|"M15099A982"|"FS1000202"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Clairvest Group"|"Clairvest Group (GP)"|"Clairvest Equity Partners (non-voting shares)"|"CAD"|"1"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20061017"|"Low"|"20010821"|"0"|""|"Martinez, Lito"|"Bothamley, Marilia"|""|"Canada"|"2001"|"PHI"|""|""|"0"|""|""|""
"2491"|"CPPIB"|"M179996988"|"FS1000058"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Clairvest Group"|"Clairvest Equity Partners I"|"Clairvest Equity Partners I"|"CAD"|"46842602.3"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20120701"|"Low"|"20010821"|"0"|""|"Martinez, Lito"|"Bothamley, Marilia"|"N/A"|"Canada"|"2001"|"PHI"|"Lebel, Afsaneh"|""|"0"|""|""|""
"2492"|"CPPIB"|"M179996962"|"FS1000059"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Clairvest Group"|"Clairvest Equity Partners III"|"Clairvest Equity Partners III, L.P."|"CAD"|"31900000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20120701"|"Low"|"20060418"|"0"|""|"Martinez, Lito"|"Bothamley, Marilia"|"N/A"|"Canada"|"2006"|"PHI"|"Lebel, Afsaneh"|""|"0"|""|""|""
"2493"|"CPPIB"|"M17965L100"|"FS1000203"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Clairvest Group"|"Clairvest Group (GP)"|"Clairvest Group Inc. (common shares)"|"CAD"|"1"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20061017"|"Low"|"20011012"|"0"|""|"Martinez, Lito"|"Bothamley, Marilia"|"N/A"|"US"|"2001"|"CPPIB"|""|""|"0"|""|""|""
"2494"|"CPPIB"|"M17999N9A6"|"FS1000204"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Clairvest Group"|"Clairvest Group (GP)"|"Clairvest Loan Note"|"CAD"|"33000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20071123"|"Low"|"20060418"|"0"|""|"Martinez, Lito"|"Bothamley, Marilia"|"N/A"|"Canada"|"2006"|"PHI"|""|""|"0"|""|""|""
"2495"|"CPPIB"|"M28099N953"|"FS1000075"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Edgestone Capital Partners"|"Edgestone Capital Equity Fund III"|"EdgeStone Capital Equity Fund III (Canada), L.P."|"CAD"|"100000000"|"Legacy"|"Developed"|"Canadian Private Equity"|"False"|"20150901"|"High"|"20051216"|"0"|""|"Ip, Chester"|"Ogunsanya, Mojisola"|"N/A"|"Canada"|"2006"|"PHI"|"Gubbels, Caitlin"|""|"0"|""|""|""
"2497"|"CPPIB"|"M99NPYN906"|"FS1000011"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"AlpInvest Partners"|"AlpInvest Co-Inv II"|"AlpInvest Partners Later Stage Co-Investments II"|"EUR"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20021010"|"0"|""|"Ortiz, Christopher"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2002"|"CPPIB"|"Fasano, Jim"|""|"0"|""|""|""
"2498"|"CPPIB"|"M99ZDGR901"|"FS1000043"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Candover Partners"|"Candover 2005 Fund"|"Candover 2005 Fund US No 3"|"EUR"|"150000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20110831"|"Medium"|"20050816"|"0"|""|"Lee, Celia"|"Bothamley, Marilia"|"N/A"|"Europe (ex-UK)"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2499"|"CPPIB"|"M99ZHQW900"|"FS1000105"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"KKR Europe"|"KKR European Fund II"|"KKR European Fund II, L.P."|"EUR"|"188000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20050922"|"0"|""|"Chih, Joey"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2005"|"PHI"|"Lindhe, Megan"|""|"0"|""|""|""
"2500"|"CPPIB"|"M99NDJU904"|"FS1000042"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Candover Partners"|"Candover 2001 Fund"|"Candover 2001 Fund UK"|"EUR"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20110831"|"Medium"|"20020321"|"0"|""|"Lee, Celia"|"Bothamley, Marilia"|"N/A"|"Europe (ex-UK)"|"2001"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2506"|"CPPIB"|"M99UDCR900"|"FS1000012"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"Apax Partners"|"Apax Europe VI"|"Apax Europe VI - A, L.P."|"EUR"|"200000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20041210"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2507"|"CPPIB"|"M99NAWQ904"|"FS1000038"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Bridgepoint Capital"|"Bridgepoint Europe II"|"Bridgepoint Europe II C, L.P."|"EUR"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20150731"|"Low"|"20020228"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"UK"|"2001"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2508"|"CPPIB"|"M99URZQ906"|"FS1000039"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Bridgepoint Capital"|"Bridgepoint Europe III"|"Bridgepoint Europe III C"|"EUR"|"100000000"|"Large"|"Developed"|"Non Canadian Private Equity"|"False"|"20150731"|"Low"|"20050427"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"UK"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2509"|"CPPIB"|"M99ZCZB907"|"FS1000068"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"CVC Capital Partners Limited"|"CVC European Equity Partners IV"|"CVC European Equity Partners IV (D) L.P."|"EUR"|"200000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20050729"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2510"|"CPPIB"|"M99UUKH905"|"FS1000079"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Fund of Funds"|"N/A"|"Standard Life Investments"|"ESP CPPIB European Mid-Mkt Fund"|"ESP CPPIB European MidMarket Fund"|"EUR"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20050519"|"0"|""|"Chih, Joey"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2005"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2511"|"CPPIB"|"M99NMNN905"|"FS1000140"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"PAI Partners"|"PAI Europe III"|"PAI Europe III - B8"|"EUR"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20140331"|"Low"|"20020531"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Europe (ex-UK)"|"2001"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2512"|"CPPIB"|"M99UGJL909"|"FS1000141"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"PAI Partners"|"PAI Europe IV"|"PAI Europe IV - B3"|"EUR"|"200000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20150630"|"Low"|"20050209"|"0"|""|"Ogunsanya, Mojisola"|"Li, Liana"|"N/A"|"Europe (ex-UK)"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2513"|"CPPIB"|"M99NLSH905"|"FS1000171"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Terra Firma Capital Partners"|"Terra Firma Capital Partners II"|"Terra Firma Capital Partners II L.P. - C"|"EUR"|"150000000"|"Large"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Medium"|"20020802"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"UK"|"2002"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2514"|"CPPIB"|"M990URY904"|"FS1000172"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Terra Firma Capital Partners"|"Terra Firma Capital Partners III"|"Terra Firma Capital Partners III, L.P."|"EUR"|"300000000"|"Large"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Medium"|"20060531"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"UK"|"2006"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2515"|"CPPIB"|"M990CZF906"|"FS1000173"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"Cinven Limited"|"The Fourth Cinven Fund"|"The Fourth Cinven Fund"|"EUR"|"250000000"|"Large"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20060224"|"0"|""|"Ortiz, Christopher"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2006"|"PHI"|"Brown, Delaney"|""|"0"|""|""|""
"2516"|"CPPIB"|"M19399X916"|"FS1000060"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Fund of Funds"|"N/A"|"Coller Capital"|"Coller International IV"|"Coller International Partners IV-D, L.P."|"USD"|"75000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20020410"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"Europe (ex-UK)"|"2002"|"PHI"|"Choy, Louis"|""|"0"|""|""|""
"2517"|"CPPIB"|"M542992938"|"FS1000120"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"Lone Star Funds"|"Lone Star Fund V"|"Lone Star Fund V (Bermuda), L.P."|"USD"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20041208"|"0"|""|"Chih, Joey"|"Ogunsanya, Mojisola"|"Diversified"|"JPY"|"2005"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2518"|"CPPIB"|"M77099A925"|"FS1000179"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"Texas Pacific Group (TPG)"|"TPG Partners IV"|"TPG Partners IV, L.P."|"USD"|"100000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20031215"|"0"|""|"Chih, Joey"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2003"|"USRE"|"Doshi, Sonal"|""|"0"|""|""|""
"2519"|"CPPIB"|"M77099A966"|"FS1000180"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"Texas Pacific Group (TPG)"|"TPG Partners V"|"TPG Partners V, L.P"|"USD"|"500000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20060413"|"0"|""|"Chih, Joey"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2006"|"USRE"|"Doshi, Sonal"|""|"0"|""|""|""
"2520"|"CPPIB"|"M05899K942"|"FS1000033"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"The Blackstone Group"|"Blackstone Capital Partners V"|"BCP V-S, L.P."|"USD"|"48000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20051014"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2521"|"CPPIB"|"M08499E928"|"FS1000035"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"The Blackstone Group"|"Blackstone Capital Partners IV"|"Blackstone Capital Partners IV L.P."|"USD"|"185000000"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20011220"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2002"|"USRE"|"Kerr, Jen K"|""|"0"|""|""|""
"2522"|"CPPIB"|"M08499E910"|"FS1000036"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Large/Mega"|"The Blackstone Group"|"Blackstone Capital Partners V"|"Blackstone Capital Partners V, L.P."|"USD"|"346043960"|"Mega"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20051014"|"0"|""|"Wong, Andrew"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2005"|"PHI"|"Kerr, Jen K"|""|"0"|""|""|""
"2523"|"CPPIB"|"M446998973"|"FS1000098"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Mid-market"|"CCMP Capital Advisors, LLC"|"Selldown I (JPMP)"|"JP Morgan Partners Global Investors (Selldown), L.P."|"USD"|"75000000"|"Mid-Market"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20041115"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2001"|"PHI"|"Gubbels, Caitlin"|""|"0"|""|""|""
"2524"|"CPPIB"|"M30899A991"|"FS1000095"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Core - FS&C"|"Developed Markets - FS&C"|"Mid-market"|"CCMP Capital Advisors, LLC"|"JPMP Global Investors"|"JP Morgan Partners Global Investors A, L.P."|"USD"|"100000000"|"Mid-Market"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20021021"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2001"|"PHI"|"Gubbels, Caitlin"|""|"0"|""|""|""
"2525"|"CPPIB"|"M127999944"|"FS1000123"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"MatlinPatterson Global Advisors"|"MatlinPatterson Fund I"|"MatlinPatterson Global Opportunities Fund"|"USD"|"100000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"False"|"20161130"|"Low"|"20011217"|"0"|""|"Lee, Celia"|"Ogunsanya, Mojisola"|"N/A"|"US"|"2001"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2526"|"CPPIB"|"M57699C935"|"FS1000124"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"MatlinPatterson Global Advisors"|"MatlinPatterson Fund II"|"MatlinPatterson Global Opportunities Partners (Cayman) II L.P."|"USD"|"150000000"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20040630"|"0"|""|"Mall, Tania"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2004"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
"2527"|"CPPIB"|"M598996999"|"FS1000131"|"N/A"|"Investment Partnerships"|"Funds, Secondaries & Co-Investments"|"Funds"|"Legacy - FS&C"|"Legacy Funds"|"N/A"|"MidOcean Partners"|"MidOcean Partners (DB)"|"MidOcean Partners, L.P."|"USD"|"265762665"|"Legacy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Low"|"20030221"|"0"|""|"Ortiz, Christopher"|"Ogunsanya, Mojisola"|"Diversified"|"US"|"2003"|"PHI"|"Fasano, Jim"|""|"0"|""|""|""
