"Deal ID"|"Legal Entity"|"Model Portfolio"|"SCD ID"|"Investment Taxonomy"|"Investment Structure 1"|"Investment Structure 2"|"Investment Structure 3"|"Investment Structure 4"|"Investment Structure 5"|"Investment Structure 6"|"Family"|"Reporting Name"|"Deal Name"|"Deal Currency"|"Deal Commitment"|"Primary Investment Category"|"Developed or Emerging Markets?"|"Financial Statement Classification"|"Active or Liquidated"|"Liquidation Date"|"Risk Rating"|"CPP Closing Date"|"Board Seat Count"|"Follow-On"|"Primary F&O"|"Secondary F&O"|"Industry Focus"|"Geographic Focus"|"Vintage Year"|"Investing Entity"|"Primary PI"|"Stock Distribution"|"Equity ownership %"|"CPPIB CC rating"|"Adjusted Beta"|"PCI Strategy"
"2793"|"CPPIB"|"M929TCYII0"|"PD1000008"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"APX Alarm Security Solutions"|"APX Alarm Security Solutions, Inc."|"USD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20121116"|"N/A"|"20091002"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Discretionary"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2794"|"CPPIB"|"M68899V938"|"OSK-W OTC"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Canadian Malartic"|"Osisko Mining Corporation - Warrants (24Sep2014)"|"CAD"|"0.01"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20111003"|"N/A"|"20090924"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"Canada"|"2009"|"CPPIB Credit Investments Inc."|"Shopiro, Paul"|""|"0"|"B"|""|"Natural Resources"
"2797"|"CPPIB"|"M980PPDII6"|"PD1000012"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Virgin Media"|"Virgin Media Inv Holdings - TL B8 (2012 Oct 03)"|"GBP"|"10643074.28"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100419"|"N/A"|"20090904"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"UK"|"2009"|"Luxco"|"Edgell, Andrew E"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2798"|"CPPIB"|"M939BXBII4"|"PD1000013"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Virgin Media"|"Virgin Media Inv Holdings Ltd - TL B12 (2012 Mar 05)"|"GBP"|"12820337.82"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100419"|"N/A"|"20090904"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"UK"|"2009"|"Luxco"|"Edgell, Andrew E"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2799"|"CPPIB"|"M980PPVII6"|"PD1000011"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Virgin Media"|"Virgin Media Inv Holdings Ltd - TL B5 (2012 Sep 03)"|"GBP"|"1207767.92"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100419"|"N/A"|"20090904"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"UK"|"2009"|"Luxco"|"Edgell, Andrew E"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2800"|"CPPIB"|"M939BTDII5"|"PD1000009"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"CCMP Capital Advisors, LLC"|"Warner Chilcott"|"Warner Chilcott – TL A (2014Oct31)"|"USD"|"67118644.07"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110317"|"N/A"|"20091103"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Health Care"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2801"|"CPPIB"|"M939BTEII3"|"PD1000010"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"CCMP Capital Advisors, LLC"|"Warner Chilcott"|"Warner Chilcott - TL B (2015Apr30)"|"USD"|"107389830.51"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110317"|"N/A"|"20091103"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Health Care"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2802"|"CPPIB"|"M68899V938"|"PD1000017"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Canadian Malartic"|"Osisko Mining Corporation, SSN (2014Oct31) - 7.5%"|"CAD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20111003"|"N/A"|"20091102"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"Canada"|"2009"|"CPPIB Credit Investments Inc."|"Shopiro, Paul"|""|"0"|"B"|""|"Natural Resources"
"2803"|"CPPIB"|"M69399D9R8"|"PD1000014"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Carlyle Group"|"PQ Corporation First Lien"|"PQ Corporation (First Lien)"|"USD"|"3481186.87"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101015"|"N/A"|"20091104"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Industrials"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2805"|"CPPIB"|"M39899A9J0"|"PD1000015"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Berkshire Partners"|"Grocery Outlet Inc."|"Grocery Outlet, Inc - First Lien (2014Oct31)"|"USD"|"45600000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100324"|"N/A"|"20091105"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Staples"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2808"|"CPPIB"|"M81799L9G5"|"PD1000019"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Bain Capital Partners"|"Sensata TL USD"|"Sensata Technologies - TL USD"|"USD"|"8567093.02"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101001"|"N/A"|"20091124"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Information Technology"|"Europe (ex-UK)"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2809"|"CPPIB"|"M81799L9H3"|"PD1000018"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Bain Capital Partners"|"Sensata TL EUR"|"Sensata Technologies - TL EUR"|"EUR"|"5500353.25"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101014"|"N/A"|"20091127"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Information Technology"|"Europe (ex-UK)"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2810"|"CPPIB"|"M939BFYII4"|"PD1000016"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Carlyle Group"|"PQ Corporation Second Lien"|"PQ Corporation (Second Lien)"|"USD"|"3925000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101014"|"N/A"|"20091202"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Industrials"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"CCC"|""|"North America Leverage Finance"
"2811"|"CPPIB"|"M939AMKII8"|"PD1000020"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Arclight"|"Al Gulf Coast Terminals (realized)"|"AL Gulf Coast Terminals, LLC - First Lien"|"USD"|"63200000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100722"|"N/A"|"20091204"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Energy"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Abbas, Hussain"|""|"0"|"B"|""|"Natural Resources"
"2814"|"CPPIB"|"M91499C9N2"|"PD1000021"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"KKR North America"|"TASC"|"TASC - TL A"|"USD"|"24057000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110504"|"N/A"|"20091218"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Industrials"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2815"|"CPPIB"|"M91499C9N2"|"PD1000022"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"KKR North America"|"TASC"|"TASC - TL B"|"USD"|"74943000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110504"|"N/A"|"20091218"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Industrials"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"North America Leverage Finance"
"2819"|"CPPIB"|"M86699C9D2"|"PD1000025"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"Summit Materials (realized)"|"Summit Materials - TL A"|"USD"|"57450000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101217"|"N/A"|"20100129"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"US"|"2009"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2822"|"CPPIB"|"M03999D9D2"|"PD1000023"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Arctic Glacier Second Lien CDN"|"Project AG"|"CAD"|"163044.74"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120727"|"N/A"|"20100211"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Staples"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2823"|"CPPIB"|"M981JRHII8"|"PD1000024"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Arctic Glacier Second Lien USD"|"Project AG International"|"USD"|"451369.95"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120727"|"N/A"|"20100211"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Staples"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2827"|"CPPIB"|"M03999D9D2"|".AG-W OTC"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Arctic Glacier Second Lien CDN"|"Project AG - Warrants (09Feb2014)"|"CAD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120727"|"N/A"|"20100211"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Staples"|"Canada"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2834"|"CPPIB"|"MPD1000032"|"PD1000032"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"TDF Debt (Realized)"|"Tyrol Acquisition - TDF - Second Lien"|"EUR"|"14710000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110217"|"N/A"|"20100421"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Fradette, Mathieu"|""|"0"|"B"|""|"Europe Leverage Finance"
"2835"|"CPPIB"|"M86699C9D2"|"PD1000033"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"Summit Materials (realized)"|"Summit Materials KY Acquisition"|"USD"|"21670000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101217"|"N/A"|"20100416"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2837"|"CPPIB"|"MPD1000027"|"PD1000027"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"UPC Broadband (realized)"|"UPC Broadband - TL R"|"EUR"|"15965000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110801"|"N/A"|"20100423"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2838"|"CPPIB"|"MPD1000030"|"PD1000030"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"TDF Debt"|"Tyrol Acquisition - TDF - TL A"|"EUR"|"50787.13"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20130419"|"N/A"|"20100430"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Fradette, Mathieu"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2841"|"CPPIB"|"MPD1000037"|"PD1000037-1"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Chesapeake Energy VPP"|"Chesapeake Energy Volumetric Production Payment"|"USD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120330"|"N/A"|"20100430"|"0"|""|"Liu, Jackson"|"Bothamley, Marilia"|"Energy"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Abbas, Hussain"|""|"0"|"BB"|""|"Natural Resources"
"2842"|"CPPIB"|"MPD1000035"|"PD1000035"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Permira Advisers Limited"|"ProSiebenSat (Realized)"|"ProSiebenSat - C3"|"EUR"|"1800000.01"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110118"|"N/A"|"20100510"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"Europe Leverage Finance"
"2843"|"CPPIB"|"MPD1000035"|"PD1000034"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Permira Advisers Limited"|"ProSiebenSat (Realized)"|"ProSiebenSat - B2"|"EUR"|"447919.72"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110331"|"N/A"|"20100510"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"Europe Leverage Finance"
"2844"|"CPPIB"|"MPD1000035"|"PD1000038"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Permira Advisers Limited"|"ProSiebenSat (Realized)"|"ProSiebenSat - B3"|"EUR"|"4988848.72"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110331"|"N/A"|"20100510"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"Europe Leverage Finance"
"2845"|"CPPIB"|"MPD1000035"|"PD1000039"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Permira Advisers Limited"|"ProSiebenSat (Realized)"|"ProSiebenSat - SBS B3 (MC)"|"EUR"|"25086403.08"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120327"|"N/A"|"20100510"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"Europe Leverage Finance"
"2846"|"CPPIB"|"MPD1000027"|"PD1000028"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"UPC Broadband (realized)"|"UPC Broadband - TL U"|"EUR"|"37751500.97"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120130"|"N/A"|"20100514"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2847"|"CPPIB"|"MPD1000027"|"PD1000029"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"UPC Broadband (realized)"|"UPC Broadband - TL S"|"EUR"|"50877500"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110801"|"N/A"|"20100514"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2852"|"CPPIB"|"MPD1000035"|"PD1000042"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Permira Advisers Limited"|"ProSiebenSat (Realized)"|"ProSiebenSat - Media B3 (MC)"|"EUR"|"37719634.32"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120327"|"N/A"|"20100510"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"B"|""|"Europe Leverage Finance"
"2853"|"CPPIB"|"MPD1000030"|"PD1000036"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"TDF Debt"|"Tyrol Acquisition - TDF - TL C"|"EUR"|"12258742.34"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20130419"|"N/A"|"20100610"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Fradette, Mathieu"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2854"|"CPPIB"|"MPD1000030"|"PD1000031"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"TDF Debt"|"Tyrol Acquisition - TDF - TL B"|"EUR"|"12233038.88"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20130419"|"N/A"|"20100610"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Fradette, Mathieu"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2855"|"CPPIB"|"MUPCHYBOND"|"UPCB 7.625 0120."|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"UPC Broadband (realized)"|"UPC - HY Bond"|"EUR"|"5875000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20100804"|"N/A"|"20100609"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Telecommunications"|"Europe (ex-UK)"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"Europe Leverage Finance"
"2859"|"CPPIB"|"MPD1000043"|"PD1000043"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Arclight"|"Al Gulf Coast Terminals (realized)"|"AL Gulf Coast Terminals, LLC - Refinance"|"USD"|"29585000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20111031"|"N/A"|"20100723"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Energy"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Abbas, Hussain"|""|"0"|"BB"|""|"Natural Resources"
"2861"|"CPPIB"|"MPD1000046"|"PD1000046"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"Vertafore Inc.- Private Debt"|"Vertafore Inc. - Term Loan B"|"USD"|"48500000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110126"|"N/A"|"20100804"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Information Technology"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2862"|"CPPIB"|"MPD1000044"|"PD1000044"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"Summit Materials (realized)"|"Summit Materials - Harper Kilgore"|"USD"|"13162500"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20101217"|"N/A"|"20100804"|"0"|""|""|""|"Materials"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2865"|"CPPIB"|"MPD1000049"|"PD1000049"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"CCMP Capital Advisors, LLC"|"Warner Chilcott"|"Warner Chilcott - TL B: Add-on"|"USD"|"69300000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110317"|"N/A"|"20100826"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Health Care"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2869"|"CPPIB"|"MPD1000054"|"PD1000054"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Legend Pictures"|"Project LP - HoldCo Loan"|"USD"|"47564165.46"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120401"|"N/A"|"20100923"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Discretionary"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Shopiro, Paul"|""|"0"|"B"|""|"North America Leverage Finance"
"2870"|"CPPIB"|"MPD1000053"|"PD1000053"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Legend Pictures (realized)"|"Project LP - OpCo Loan"|"USD"|"6705215.82"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20110609"|"N/A"|"20100923"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Discretionary"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Shopiro, Paul"|""|"0"|"BB"|""|"North America Leverage Finance"
"2872"|"CPPIB"|"MPD1000050"|"PD1000050"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"APX Alarm Security Solutions"|"APX Alarm Security Solutions - Add on"|"USD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20121116"|"N/A"|"20100927"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Discretionary"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"B"|""|"North America Leverage Finance"
"2879"|"CPPIB"|"MREYBBLOAN"|"REYN 7.125 0419"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Reynolds Group Holdings Ltd - PD"|"Reynolds Group Holdings Ltd."|"USD"|"98874658.75"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120709"|"N/A"|"20101018"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Industrials"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2880"|"CPPIB"|"MPD1000058"|"PD1000058"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"Fortress"|"Whistler Blackcomb - Private debt"|"Whistler & Blackcomb Mountain Resorts"|"CAD"|"123165000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20131112"|"N/A"|"20100930"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Consumer Discretionary"|"Canada"|"2010"|"CPPIB Credit Investments Inc."|"Edgell, Andrew E"|""|"0"|"BB"|""|"North America Leverage Finance"
"2907"|"CPPIB"|"MPD1000063"|"PD1000063"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|"The Blackstone Group"|"Summit Materials"|"Summit Materials, LLC"|"USD"|"98250000"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20120130"|"N/A"|"20101221"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"US"|"2010"|"CPPIB Credit Investments Inc."|"Graham, John"|""|"0"|"BB"|""|"North America Leverage Finance"
"2908"|"CPPIB"|"M68899V938"|"PD1000062"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Canadian Malartic"|"Osisko Mining Corporation 2nd Draw"|"CAD"|"0"|"Leveraged Loans"|"Developed"|"Private Debt"|"False"|"20111003"|"N/A"|"20101231"|"0"|""|"Shahi, Ravi"|"Lyons, James"|"Materials"|"Canada"|"2010"|"CPPIB Credit Investments Inc."|"Shopiro, Paul"|""|"0"|"B"|""|"Natural Resources"
"2910"|"CPPIB"|"MPDI100001"|"PDI100001"|"Credit"|"Private Investments"|"Principal Credit Investments"|"Leveraged Loans"|"N/A"|"N/A"|"N/A"|""|"Legend Pictures"|"Project LP Equity"|"USD"|"10311144.03"|"Leveraged Loans"|"Developed"|"Non Canadian Private Equity"|"False"|"20151016"|"N/A"|"20100923"|"0"|""|"Liao, Melissa"|"Bothamley, Marilia"|"Consumer Discretionary"|"US"|"2010"|"CII US Holdings (1)"|"Shopiro, Paul"|""|"0"|"B"|""|"North America Leverage Finance"
